travelcode,usercode,name,place,days,price,total,date,price_per_day
116699.0,1156.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-03-17,166.432
116701.0,1156.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-03-31,111.28
116703.0,1156.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2022-04-14,121.44
116707.0,1156.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2022-05-12,197.5575
116709.0,1156.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2022-05-26,104.325
116712.0,1156.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-06-16,198.096
116713.0,1156.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-06-23,132.792
116716.0,1156.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2022-07-14,210.728
116718.0,1156.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2022-07-28,138.69333333333333
116724.0,1156.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-09-08,30.195
116726.0,1156.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-09-22,175.60666666666668
116730.0,1156.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2022-10-20,69.55
116732.0,1156.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-11-03,156.03
116733.0,1156.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2022-11-10,110.66000000000001
116739.0,1156.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-12-22,166.432
116743.0,1156.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2023-01-19,175.60666666666668
116746.0,1156.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2023-02-09,92.73333333333333
116748.0,1156.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2023-02-23,208.5533333333333
116749.0,1157.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-09-26,166.432
116750.0,1157.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-03,132.792
116751.0,1157.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-10-10,166.432
116753.0,1157.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2019-10-24,197.5575
116755.0,1157.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2019-11-07,250.26399999999998
116763.0,1157.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-01-02,121.44
116770.0,1157.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-02-20,104.325
116780.0,1157.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-04-30,82.995
116781.0,1157.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-05-07,175.60666666666668
116788.0,1157.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-06-25,156.415
116800.0,1157.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2020-09-17,111.28
116804.0,1157.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-10-15,131.705
116806.0,1157.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-10-29,175.60666666666668
116807.0,1157.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-11-05,69.55
116808.0,1157.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-11-12,197.5575
116810.0,1157.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-11-26,121.44
116813.0,1157.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-12-17,104.325
116814.0,1157.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2020-12-24,161.92
116816.0,1157.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-01-07,234.6225
116817.0,1157.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-01-14,175.60666666666668
116818.0,1157.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2021-01-21,104.02
116828.0,1157.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-04-01,156.03
116829.0,1157.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-04-08,104.325
116835.0,1157.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-05-20,250.26399999999998
116839.0,1158.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-09-26,48.312
116840.0,1158.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-10-03,161.92
116841.0,1158.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-10-10,131.705
116844.0,1158.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2019-10-31,45.2925
116846.0,1158.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-11-14,104.325
116849.0,1158.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2019-12-05,165.08
116851.0,1158.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-12-19,123.81
116853.0,1158.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-01-02,110.66000000000001
116856.0,1158.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-01-23,194.304
116859.0,1158.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-02-13,138.69333333333333
116864.0,1158.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-03-19,208.5533333333333
116865.0,1158.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-03-26,208.5533333333333
116866.0,1158.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-04-02,210.728
116867.0,1158.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-04-09,121.44
116868.0,1158.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-04-16,92.73333333333333
116869.0,1158.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-04-23,121.44
116872.0,1158.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-05-14,123.81
116876.0,1158.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-06-11,82.995
116878.0,1158.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-06-25,182.16
116882.0,1158.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-07-23,82.995
116884.0,1158.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-08-06,197.5575
116885.0,1158.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-08-13,234.6225
116887.0,1158.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-08-27,104.325
116888.0,1158.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-09-03,40.26
116891.0,1158.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-09-24,48.312
116896.0,1158.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-10-29,121.44
116898.0,1158.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-11-12,210.728
116899.0,1158.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-11-19,194.304
116900.0,1158.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-11-26,175.60666666666668
116901.0,1158.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-12-03,165.08
116909.0,1158.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-01-28,210.728
116911.0,1158.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-02-11,69.55
116915.0,1158.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-03-11,156.03
116918.0,1158.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2021-04-01,123.81
116919.0,1158.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-04-08,132.792
116922.0,1158.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-04-29,82.995
116923.0,1158.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-05-06,69.55
116925.0,1159.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-10-03,131.705
116928.0,1159.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-10-24,124.4925
116938.0,1159.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-01-02,208.5533333333333
116944.0,1159.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2020-02-13,123.81
116945.0,1159.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-02-20,124.4925
116949.0,1159.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-03-19,48.312
116960.0,1159.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-06-04,121.44
116961.0,1159.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-06-11,197.5575
116965.0,1159.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-07-09,131.705
116972.0,1159.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-08-27,197.5575
116973.0,1159.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-09-03,104.02
116974.0,1159.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-09-10,92.73333333333333
116975.0,1159.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-09-17,131.705
116976.0,1159.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-09-24,132.792
116977.0,1159.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-10-01,166.432
116983.0,1159.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-11-12,40.26
116984.0,1159.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-11-19,156.03
116989.0,1159.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2020-12-24,198.096
116991.0,1159.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2021-01-07,40.26
116993.0,1159.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-01-21,156.415
116994.0,1159.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-01-28,197.5575
116997.0,1159.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-02-18,30.195
117001.0,1159.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-03-18,166.432
117004.0,1159.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2021-04-08,92.73333333333333
117006.0,1159.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2021-04-22,175.60666666666668
117009.0,1159.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-05-13,45.2925
117013.0,1159.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2021-06-10,208.5533333333333
117014.0,1159.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-06-17,131.705
117020.0,1159.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-07-29,45.2925
117029.0,1159.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-09-30,121.44
117033.0,1159.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-10-28,121.44
117036.0,1159.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-11-18,250.26399999999998
117038.0,1159.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2021-12-02,45.2925
117040.0,1159.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2021-12-16,138.69333333333333
117041.0,1159.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-12-23,194.304
117042.0,1159.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2021-12-30,182.16
117045.0,1159.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-01-20,166.432
117052.0,1159.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-03-10,48.312
117054.0,1159.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2022-03-24,166.432
117057.0,1159.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2022-04-14,234.6225
117059.0,1159.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2022-04-28,82.995
117068.0,1160.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-03,132.792
117070.0,1160.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-10-17,121.44
117074.0,1160.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2019-11-14,121.44
117075.0,1160.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-11-21,175.60666666666668
117077.0,1160.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2019-12-05,175.60666666666668
117082.0,1160.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-01-09,104.325
117083.0,1160.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-01-16,165.08
117088.0,1160.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-02-20,132.792
117095.0,1160.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-04-09,110.66000000000001
117103.0,1160.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-06-04,104.02
117107.0,1160.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-07-02,210.728
117108.0,1160.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-07-09,132.792
117109.0,1160.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-07-16,138.69333333333333
117110.0,1160.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2020-07-23,208.5533333333333
117123.0,1160.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-10-22,182.16
117124.0,1160.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-10-29,110.66000000000001
117129.0,1160.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-12-03,182.16
117133.0,1160.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-12-31,82.995
117135.0,1160.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-01-14,194.304
117136.0,1161.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2019-09-26,104.325
117141.0,1161.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-10-31,166.432
117143.0,1161.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-11-14,138.69333333333333
117146.0,1161.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2019-12-05,111.28
117147.0,1161.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-12-12,69.55
117148.0,1161.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2019-12-19,166.432
117149.0,1161.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2019-12-26,208.5533333333333
117151.0,1161.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-01-09,156.415
117153.0,1161.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-01-23,45.2925
117155.0,1161.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-02-06,45.2925
117156.0,1161.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-02-13,194.304
117157.0,1161.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-02-20,166.432
117159.0,1161.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-03-05,132.792
117160.0,1161.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-03-12,131.705
117173.0,1161.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-06-11,82.995
117177.0,1161.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-07-09,82.995
117178.0,1161.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-07-16,104.02
117181.0,1161.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2020-08-06,124.4925
117184.0,1161.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-08-27,156.03
117202.0,1162.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2019-10-10,132.792
117203.0,1162.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-10-17,194.304
117210.0,1162.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2019-12-05,198.096
117211.0,1162.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2019-12-12,131.705
117214.0,1162.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-01-02,165.08
117219.0,1162.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-02-06,40.26
117220.0,1162.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2020-02-13,165.08
117221.0,1162.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-02-20,131.705
117233.0,1162.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-05-14,138.69333333333333
117239.0,1162.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-06-25,138.69333333333333
117242.0,1162.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-07-16,185.715
117243.0,1162.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-07-23,45.2925
117244.0,1162.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-07-30,210.728
117245.0,1162.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-08-06,210.728
117246.0,1162.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-08-13,132.792
117252.0,1162.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2020-09-24,166.432
117258.0,1162.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-11-05,132.792
117260.0,1162.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-11-19,104.02
117261.0,1162.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-11-26,175.60666666666668
117268.0,1162.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2021-01-14,111.28
117278.0,1162.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2021-03-25,110.66000000000001
117279.0,1162.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-04-01,198.096
117280.0,1162.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-04-08,166.432
117282.0,1162.0,Hotel AU,Recife (PE),4.0,312.83,1251.32,2021-04-22,250.26399999999998
117286.0,1162.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-05-20,197.5575
117287.0,1162.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-05-27,234.6225
117293.0,1162.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2021-07-08,48.312
117297.0,1162.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-08-05,121.44
117298.0,1162.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2021-08-12,121.44
117302.0,1162.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-09-09,234.6225
117304.0,1162.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2021-09-23,198.096
117305.0,1162.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2021-09-30,132.792
117306.0,1162.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2021-10-07,234.6225
117313.0,1162.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-11-25,156.03
117322.0,1162.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2022-01-27,132.792
117323.0,1162.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2022-02-03,131.705
117324.0,1162.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2022-02-10,156.03
117331.0,1163.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2019-10-03,69.55
117340.0,1163.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-12-05,82.995
117341.0,1163.0,Hotel BD,Natal (RN),2.0,242.88,485.76,2019-12-12,161.92
117343.0,1163.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-26,194.304
117347.0,1163.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-01-23,197.5575
117350.0,1163.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-02-13,234.6225
117352.0,1163.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2020-02-27,156.03
117353.0,1163.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-03-05,234.6225
117359.0,1163.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-04-16,234.6225
117371.0,1163.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-07-09,110.66000000000001
117372.0,1163.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-07-16,104.02
117373.0,1163.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-07-23,30.195
117379.0,1163.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-09-03,45.2925
117381.0,1163.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-09-17,182.16
117382.0,1163.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-09-24,104.02
117386.0,1163.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-10-22,110.66000000000001
117391.0,1163.0,Hotel CB,Rio de Janeiro (RJ),4.0,165.99,663.96,2020-11-26,132.792
117395.0,1163.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-12-24,104.325
117396.0,1163.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2020-12-31,69.55
117397.0,1163.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2021-01-07,210.728
117400.0,1163.0,Hotel Z,Aracaju (SE),4.0,208.04,832.16,2021-01-28,166.432
117404.0,1163.0,Hotel BP,Brasilia (DF),2.0,247.62,495.24,2021-02-25,165.08
117408.0,1163.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-03-25,131.705
117409.0,1163.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-04-01,82.995
117416.0,1163.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2021-05-20,82.995
117419.0,1164.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2019-10-03,82.995
117425.0,1164.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2019-11-14,48.312
117436.0,1164.0,Hotel CB,Rio de Janeiro (RJ),2.0,165.99,331.98,2020-01-30,110.66000000000001
117438.0,1164.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2020-02-13,30.195
117439.0,1164.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-02-20,92.73333333333333
117440.0,1164.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2020-02-27,197.5575
117445.0,1164.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2020-04-02,175.60666666666668
117446.0,1164.0,Hotel BW,Campo Grande (MS),3.0,60.39,181.17,2020-04-09,45.2925
117447.0,1164.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2020-04-16,194.304
117452.0,1164.0,Hotel CB,Rio de Janeiro (RJ),1.0,165.99,165.99,2020-05-21,82.995
117454.0,1164.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2020-06-04,92.73333333333333
117455.0,1164.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2020-06-11,104.325
117457.0,1164.0,Hotel BP,Brasilia (DF),3.0,247.62,742.86,2020-06-25,185.715
117458.0,1164.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-07-02,48.312
117461.0,1164.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2020-07-23,131.705
117465.0,1164.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-08-20,138.69333333333333
117466.0,1164.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-08-27,138.69333333333333
117471.0,1164.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-10-01,210.728
117476.0,1164.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-11-05,234.6225
117477.0,1164.0,Hotel BD,Natal (RN),1.0,242.88,242.88,2020-11-12,121.44
117480.0,1164.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2020-12-03,156.415
117485.0,1164.0,Hotel Z,Aracaju (SE),3.0,208.04,624.12,2021-01-07,156.03
117492.0,1164.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-02-25,131.705
117500.0,1164.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-04-22,156.415
117502.0,1164.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-05-06,197.5575
117504.0,1164.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2021-05-20,30.195
117510.0,1164.0,Hotel AF,Sao Paulo (SP),3.0,139.1,417.3,2021-07-01,104.325
117518.0,1164.0,Hotel K,Salvador (BH),1.0,263.41,263.41,2021-08-26,131.705
117519.0,1164.0,Hotel K,Salvador (BH),3.0,263.41,790.23,2021-09-02,197.5575
117524.0,1164.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2021-10-07,194.304
117526.0,1164.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2021-10-21,156.415
117534.0,1164.0,Hotel AF,Sao Paulo (SP),1.0,139.1,139.1,2021-12-16,69.55
117541.0,1164.0,Hotel BW,Campo Grande (MS),1.0,60.39,60.39,2022-02-03,30.195
117543.0,1164.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-02-17,111.28
117547.0,1164.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2022-03-17,92.73333333333333
117552.0,1164.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-04-21,111.28
117557.0,1164.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2022-05-26,123.81
117565.0,1164.0,Hotel K,Salvador (BH),2.0,263.41,526.82,2022-07-21,175.60666666666668
117568.0,1164.0,Hotel AF,Sao Paulo (SP),4.0,139.1,556.4,2022-08-11,111.28
117573.0,1164.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2022-09-15,48.312
117576.0,1164.0,Hotel BP,Brasilia (DF),4.0,247.62,990.48,2022-10-06,198.096
117577.0,1164.0,Hotel AU,Recife (PE),2.0,312.83,625.66,2022-10-13,208.5533333333333
117581.0,1165.0,Hotel BP,Brasilia (DF),1.0,247.62,247.62,2019-09-26,123.81
117586.0,1165.0,Hotel AU,Recife (PE),1.0,312.83,312.83,2019-10-31,156.415
117587.0,1165.0,Hotel AF,Sao Paulo (SP),2.0,139.1,278.2,2019-11-07,92.73333333333333
117589.0,1165.0,Hotel CB,Rio de Janeiro (RJ),3.0,165.99,497.97,2019-11-21,124.4925
117590.0,1165.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2019-11-28,138.69333333333333
117591.0,1165.0,Hotel BD,Natal (RN),4.0,242.88,971.52,2019-12-05,194.304
117598.0,1165.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-01-23,104.02
117602.0,1165.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-02-20,40.26
117606.0,1165.0,Hotel K,Salvador (BH),4.0,263.41,1053.64,2020-03-19,210.728
117611.0,1165.0,Hotel BW,Campo Grande (MS),2.0,60.39,120.78,2020-04-23,40.26
117617.0,1165.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-06-04,182.16
117629.0,1165.0,Hotel BD,Natal (RN),3.0,242.88,728.64,2020-08-27,182.16
117631.0,1165.0,Hotel Z,Aracaju (SE),2.0,208.04,416.08,2020-09-10,138.69333333333333
117636.0,1165.0,Hotel BW,Campo Grande (MS),4.0,60.39,241.56,2020-10-15,48.312
117637.0,1165.0,Hotel Z,Aracaju (SE),1.0,208.04,208.04,2020-10-22,104.02
117640.0,1165.0,Hotel AU,Recife (PE),3.0,312.83,938.49,2020-11-12,234.6225
